"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used","dominant_component","agreement_score","agreement_k","agreement_m","calibration_impact"
"PWY-2681","<i>trans</i>-zeatin biosynthesis",21,"mvn",4.06290692421262e-06,1.15907791827646e-09,1e-50,0.1,73.8740355804136,4.69138951942723e-06,0.00109112977837323,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G162200;SORBI_3003G261700;SORBI_3009G223100;SORBI_3001G042901;SORBI_3006G059900;SORBI_3002G076700;SORBI_3003G202200;SORBI_3003G273700;SORBI_3009G254900;SORBI_3009G214600;SORBI_3004G221100;SORBI_3001G127700;SORBI_3001G374200;SORBI_3001G004500;SORBI_3001G217700;SORBI_3006G149300;SORBI_3002G286400;SORBI_3002G102900;SORBI_3004G352000;SORBI_3007G133600;SORBI_3002G197000","8.103e-01;8.262e-01;2.234e-07;5.081e-03;4.032e-01;5.534e-03;7.731e-01;4.249e-01;1.446e-06;2.593e-03;9.802e-01;7.771e-01;5.268e-01;6.504e-01;6.107e-01;6.065e-03;1.686e-01;5.855e-01;8.472e-01;6.360e-02;3.774e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-2781","<i>cis</i>-zeatin biosynthesis",4,"mvn",8.9359961854952e-07,1.94270054844668e-05,1e-50,0.001,16.8130933426583,8.93599700554685e-07,0.00589204122455184,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3010G277700;SORBI_3003G442000;SORBI_3009G223100;SORBI_3002G407800","4.806e-01;6.267e-01;2.234e-07;2.552e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-3385","choline biosynthesis I",12,"mvn",0.000131790215769541,2.95647771146754e-06,1e-50,0.02,26.8042887712661,0.000181976820268703,0.00222296531158861,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G354500;SORBI_3003G266600;SORBI_3003G266500;SORBI_3009G120400;SORBI_3009G218900;SORBI_3004G291700;SORBI_3001G219800;SORBI_3003G277700;SORBI_3003G040700;SORBI_3009G211000;SORBI_3002G053600;SORBI_3002G214400","4.293e-01;1.210e-01;5.801e-02;3.313e-01;1.517e-05;4.295e-02;8.265e-01;4.210e-01;6.629e-01;3.988e-05;9.060e-01;1.796e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-3462","L-phenylalanine biosynthesis II",6,"mvn",0.00092618157933238,0.0208189816495492,1.18452589958906e-08,0.001,3.73862056849323,0.000925023269971063,0.264453948990479,NA,5.92247436648208e-08,3.98067949222566e-07,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3001G320700;SORBI_3006G066200;SORBI_3002G133100;SORBI_3003G306100;SORBI_3004G065500;SORBI_3007G141500","8.191e-01;1.542e-04;6.567e-01;7.590e-01;1.885e-01;5.372e-01","tfisher_p_analytic",0.8,4,5,"Remains_significant"
"PWY-3781","aerobic respiration I (cytochrome c)",298,"mvn",4.54557285353547e-10,8.05312505915285e-21,1e-50,0.001,136.089791322508,4.54688399896976e-10,1.74233633949265e-05,NA,1e-50,1.36666666666667e-48,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3002G149000;SORBI_3002G028700;SORBI_3002G185100;SORBI_3001G206700;SORBI_3001G072000;SORBI_3007G023400;SORBI_3010G015200;SORBI_3010G031000;SORBI_3010G032300;SORBI_3010G085000;SORBI_3010G091500;SORBI_3010G134600;SORBI_3010G189200;SORBI_3010G088200;SORBI_3010G138700;SORBI_3010G258600;SORBI_3010G011800;SORBI_3010G115400;SORBI_3010G197400;SORBI_3010G255800;SORBI_3010G067000;SORBI_3010G190900;SORBI_3010G232700;SORBI_3010G092801;SORBI_3010G028700;SORBI_3010G097700;SORBI_3010G181000;SORBI_3010G032600;SORBI_3010G256000;SORBI_3010G066900;SORBI_3010G153600;SORBI_3010G227000;SORBI_3010G244400;SORBI_3010G250500;SORBI_3010G015700;SORBI_3003G420000;SORBI_3003G350000;SORBI_3003G183900;SORBI_3003G142400;SORBI_3003G306800;SORBI_3003G336400;SORBI_3003G399900;SORBI_3003G356100;SORBI_3003G433600;SORBI_3003G109000;SORBI_3003G128000;SORBI_3003G236150;SORBI_3003G337200;SORBI_3003G119100;SORBI_3003G182501;SORBI_3003G276800;SORBI_3003G299200;SORBI_3003G325900;SORBI_3003G333200;SORBI_3003G419800;SORBI_3003G289500;SORBI_3003G030100;SORBI_3003G203100;SORBI_3003G137300;SORBI_3003G239000;SORBI_3003G399100;SORBI_3003G277100;SORBI_3003G334200;SORBI_3003G398900;SORBI_3003G202700;SORBI_3003G223000;SORBI_3003G237100;SORBI_3003G047400;SORBI_3003G014700;SORBI_3003G218400;SORBI_3003G377200;SORBI_3003G380100;SORBI_3009G013800;SORBI_3009G042500;SORBI_3009G079400;SORBI_3009G241200;SORBI_3009G134400;SORBI_3009G155400;SORBI_3009G210800;SORBI_3009G136200;SORBI_3009G140400;SORBI_3009G054200;SORBI_3009G116400;SORBI_3009G205000;SORBI_3009G245600;SORBI_3009G211100;SORBI_3009G238700;SORBI_3009G250700;SORBI_3009G251600;SORBI_3009G254200;SORBI_3005G008400;SORBI_3005G017100;SORBI_3005G081000;SORBI_3005G212201;SORBI_3005G020000;SORBI_3005G110550;SORBI_3005G110400;SORBI_3005G210700;SORBI_3005G168300;SORBI_3005G044900;SORBI_3008G088812;SORBI_3008G099900;SORBI_3008G009000;SORBI_3008G009500;SORBI_3008G066900;SORBI_3008G028400;SORBI_3008G047100;SORBI_3008G163400;SORBI_3008G179000;SORBI_3008G147400;SORBI_3008G170600;SORBI_3008G149200;SORBI_3008G041000;SORBI_3008G100400;SORBI_3008G082800;SORBI_3008G009300;SORBI_3008G072300;SORBI_3004G025100;SORBI_3008G031200;SORBI_3004G053100;SORBI_3004G312000;SORBI_3004G141600;SORBI_3004G303466;SORBI_3004G291100;SORBI_3004G272600;SORBI_3004G290400;SORBI_3004G027700;SORBI_3004G199400;SORBI_3004G217900;SORBI_3004G346200;SORBI_3004G174800;SORBI_3004G241000;SORBI_3004G266300;SORBI_3004G051600;SORBI_3004G164100;SORBI_3004G356600;SORBI_3004G250100;SORBI_3004G282000;SORBI_3004G255300;SORBI_3004G176500;SORBI_3007G179600;SORBI_3007G182600;SORBI_3007G201400;SORBI_3007G069101;SORBI_3007G216401;SORBI_3007G226400;SORBI_3007G006800;SORBI_3007G137800;SORBI_3007G015300;SORBI_3007G091500;SORBI_3007G030000;SORBI_3001G312700;SORBI_3007G033900;SORBI_3007G208400;SORBI_3001G509600;SORBI_3001G001200;SORBI_3001G219700;SORBI_3001G094600;SORBI_3001G016300;SORBI_3001G052100;SORBI_3001G256400;SORBI_3001G520700;SORBI_3001G025800;SORBI_3001G058400;SORBI_3001G212200;SORBI_3001G423200;SORBI_3001G003900;SORBI_3001G332700;SORBI_3001G016100;SORBI_3001G161100;SORBI_3001G010000;SORBI_3001G444200;SORBI_3001G412200;SORBI_3001G149100;SORBI_3001G513000;SORBI_3001G151300;SORBI_3001G292800;SORBI_3001G399800;SORBI_3001G436600;SORBI_3001G440300;SORBI_3001G009400;SORBI_3001G392100;SORBI_3001G478900;SORBI_3001G117600;SORBI_3001G282300;SORBI_3001G069300;SORBI_3001G491500;SORBI_3001G033600;SORBI_3001G347100;SORBI_3001G509700;SORBI_3001G072900;SORBI_3001G490700;SORBI_3006G262800;SORBI_3006G149500;SORBI_3006G153300;SORBI_3006G266000;SORBI_3006G073600;SORBI_3006G109400;SORBI_3006G146400;SORBI_3006G192600;SORBI_3006G122100;SORBI_3006G146900;SORBI_3006G272300;SORBI_3006G085900;SORBI_3006G114300;SORBI_3006G061000;SORBI_3006G204600;SORBI_3006G275900;SORBI_3006G085800;SORBI_3006G089900;SORBI_3006G069100;SORBI_3006G128600;SORBI_3006G273900;SORBI_3002G235600;SORBI_3002G098600;SORBI_3002G120200;SORBI_3002G358900;SORBI_3002G111700;SORBI_3002G172500;SORBI_3002G251800;SORBI_3002G385200;SORBI_3002G240900;SORBI_3002G389200;SORBI_3002G042900;SORBI_3002G384800;SORBI_3002G198801;SORBI_3002G034400;SORBI_3002G198100;SORBI_3002G292300;SORBI_3002G084400;SORBI_3002G403500;SORBI_3002G007000;SORBI_3002G167400;SORBI_3002G267600;SORBI_3002G411700;SORBI_3002G110400;SORBI_3002G200500;SORBI_3002G048200;SORBI_3002G065200;SORBI_3002G390200;SORBI_3010G201266;SORBI_3010G098800;SORBI_3003G170300;SORBI_3003G172966;SORBI_3003G296800;SORBI_3003G429200;SORBI_3003G173032;SORBI_3003G168300;SORBI_3003G416200;SORBI_3003G322300;SORBI_3003G429300;SORBI_3003G135600;SORBI_3003G286200;SORBI_3003G429000;SORBI_3003G279200;SORBI_3003G173200;SORBI_3009G176000;SORBI_3009G209400;SORBI_3009G095720;SORBI_3009G191400;SORBI_3005G031000;SORBI_3004G166400;SORBI_3004G344800;SORBI_3004G249200;SORBI_3004G155100;SORBI_3007G211500;SORBI_3007G172300;SORBI_3007G134900;SORBI_3007G168400;SORBI_3007G133500;SORBI_3001G286200;SORBI_3001G164350;SORBI_3001G282500;SORBI_3001G473400;SORBI_3001G519000;SORBI_3001G073600;SORBI_3001G134200;SORBI_3001G115700;SORBI_3001G230050;SORBI_3001G251750;SORBI_3001G392800;SORBI_3002G149550;SORBI_3002G254500;SORBI_3002G396700;SORBI_3002G246200;SORBI_3002G308300;SORBI_3002G356400;SORBI_3002G395000;SORBI_3003G274800;SORBI_3003G168600;SORBI_3004G342100;SORBI_3007G171500;SORBI_3001G458800;SORBI_3002G342600;SORBI_3006G058900;SORBI_3004G159000;SORBI_3003G440600;SORBI_3003G034900","5.811e-01;5.660e-01;2.064e-01;1.421e-02;4.307e-01;8.046e-01;9.860e-02;7.127e-01;4.879e-01;4.469e-01;4.786e-01;2.813e-02;6.665e-02;8.995e-01;1.413e-01;1.820e-01;8.688e-01;9.540e-01;8.750e-01;1.518e-01;4.496e-01;7.314e-01;5.477e-01;7.708e-01;5.922e-01;8.447e-01;3.145e-01;4.599e-01;2.052e-01;4.669e-01;5.533e-01;4.763e-01;8.200e-01;9.667e-01;4.028e-02;2.787e-01;8.512e-01;6.375e-01;8.412e-02;3.280e-02;9.518e-01;8.744e-01;6.415e-01;7.906e-01;6.488e-01;4.435e-01;5.567e-01;7.197e-01;3.625e-01;2.945e-01;5.735e-01;3.604e-02;5.592e-01;3.414e-01;4.126e-01;2.535e-01;1.385e-01;6.501e-01;2.736e-01;4.081e-01;6.578e-01;1.590e-01;8.015e-01;7.877e-01;1.751e-01;7.798e-01;1.739e-01;7.823e-01;1.426e-01;8.654e-01;2.495e-01;9.709e-01;2.263e-01;4.860e-01;5.907e-01;5.884e-09;1.091e-01;2.321e-02;4.611e-03;4.500e-01;8.871e-01;8.613e-01;6.410e-01;3.025e-02;9.311e-07;1.155e-04;1.526e-12;2.775e-07;2.037e-04;1.381e-05;1.258e-01;5.762e-01;2.247e-01;1.390e-01;4.692e-01;2.026e-01;1.510e-01;8.358e-01;8.095e-01;2.200e-01;4.560e-01;3.002e-02;7.375e-01;3.620e-01;7.570e-01;9.194e-01;7.823e-01;6.117e-01;4.410e-01;3.350e-01;4.563e-01;7.817e-01;6.967e-01;6.768e-01;6.578e-01;2.160e-01;5.160e-01;6.488e-01;4.722e-01;6.755e-01;8.151e-02;1.731e-01;2.040e-01;1.613e-01;5.432e-01;9.688e-01;5.862e-02;1.837e-01;7.657e-01;6.165e-01;1.896e-01;5.989e-01;6.488e-01;9.265e-01;5.903e-01;3.600e-01;1.697e-01;4.310e-01;2.926e-02;5.445e-02;4.582e-02;2.030e-01;7.741e-01;2.364e-01;6.808e-01;3.766e-01;1.453e-05;3.905e-01;3.436e-01;6.368e-01;6.134e-01;6.467e-01;7.453e-01;3.851e-01;6.591e-01;4.657e-01;8.162e-01;3.823e-01;7.714e-05;3.213e-01;7.289e-01;3.126e-01;8.997e-01;5.860e-01;6.999e-04;2.534e-01;8.146e-01;8.988e-01;4.419e-05;1.867e-01;4.508e-01;7.551e-01;7.596e-01;9.357e-01;2.470e-01;8.134e-01;3.231e-01;8.843e-01;1.829e-01;4.635e-01;8.206e-01;7.368e-01;3.585e-01;1.841e-01;4.025e-01;1.858e-01;8.746e-01;3.469e-01;1.462e-01;6.470e-01;9.159e-01;8.666e-01;5.329e-01;7.985e-03;1.582e-02;2.617e-01;6.618e-04;3.693e-02;9.327e-02;4.200e-01;7.567e-01;5.543e-01;3.902e-01;9.061e-03;1.176e-01;2.874e-01;4.433e-02;5.187e-01;2.852e-01;8.638e-02;1.261e-03;9.596e-01;6.247e-01;8.066e-01;6.499e-01;4.150e-01;4.147e-01;1.525e-01;5.864e-01;5.579e-01;3.060e-01;8.575e-01;1.793e-02;6.236e-01;5.891e-01;4.167e-01;9.591e-02;9.156e-01;1.939e-01;8.507e-01;6.111e-01;6.811e-01;2.625e-01;2.721e-01;7.760e-01;3.485e-01;3.697e-01;8.146e-01;6.843e-01;6.611e-03;5.693e-02;4.359e-01;7.106e-01;7.947e-02;8.346e-01;5.846e-01;7.947e-02;5.794e-01;7.486e-01;7.207e-01;5.471e-01;5.322e-01;1.784e-01;5.162e-01;6.703e-01;6.033e-01;2.928e-01;1.200e-03;3.412e-01;2.675e-02;5.965e-01;7.797e-01;6.156e-01;5.194e-01;1.277e-01;3.093e-01;5.430e-02;6.102e-01;3.888e-01;3.135e-01;2.443e-01;8.604e-01;6.153e-01;4.980e-01;5.649e-01;1.525e-01;5.380e-04;1.986e-01;8.035e-01;3.380e-01;7.165e-01;1.163e-01;4.536e-01;7.767e-01;8.456e-01;9.348e-01;4.104e-01;6.860e-01;6.757e-01;2.680e-01;3.584e-03;3.680e-04;6.004e-01;9.505e-01;8.206e-04;8.448e-01;1.580e-01;4.168e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-3981","&beta;-alanine biosynthesis I",10,"mvn",0.0206880702702309,0.000273545401098994,1.26051195370458e-07,0.2,23.5661154722143,0.0327772621791675,0.00688850898405391,NA,6.29947921271246e-07,4.03560387064392e-06,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3002G318100;SORBI_3002G215700;SORBI_3006G163300;SORBI_3004G250900;SORBI_3004G300800;SORBI_3008G057500;SORBI_3005G064800;SORBI_3003G203500;SORBI_3010G178300;SORBI_3010G113000","7.305e-03;1.509e-01;4.539e-01;4.542e-01;3.327e-03;9.508e-01;4.076e-02;8.925e-02;7.339e-02;9.978e-02","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9,"mvn",0.00144449378213818,0.123319363960242,7.06182703869018e-07,0.001,3.67355551175944,0.00143305644191818,0.805752398608845,NA,3.52744280618378e-06,2.12684051549316e-05,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3005G044600;SORBI_3009G052200;SORBI_3009G054600;SORBI_3003G155300;SORBI_3003G152900;SORBI_3003G148800;SORBI_3008G062200;SORBI_3002G392800;SORBI_3002G046800","4.271e-01;8.225e-01;9.711e-01;5.194e-01;3.731e-01;1.593e-04;5.785e-01;7.409e-01;8.018e-01","tfisher_p_analytic",0.6,3,5,"Remains_significant"
"PWY-5080","very long chain fatty acid biosynthesis I",65,"mvn",7.53406372179792e-07,1.40101131141783e-06,1e-50,0.01,59.6053455157738,8.68464628686154e-07,0.00802084982678634,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G071100;SORBI_3003G071300;SORBI_3003G071400;SORBI_3009G164400;SORBI_3002G096300;SORBI_3002G284200;SORBI_3002G284400;SORBI_3006G016500;SORBI_3010G081900;SORBI_3003G071600;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124300;SORBI_3010G124900;SORBI_3010G018600;SORBI_3003G070600;SORBI_3005G063000;SORBI_3004G203900;SORBI_3001G532501;SORBI_3001G307600;SORBI_3001G370000;SORBI_3001G307300;SORBI_3001G510200;SORBI_3001G307400;SORBI_3006G125800;SORBI_3006G125600;SORBI_3002G137300;SORBI_3010G108301;SORBI_3010G108100;SORBI_3010G107200;SORBI_3010G108600;SORBI_3010G181500;SORBI_3010G108200;SORBI_3010G107400;SORBI_3010G108001;SORBI_3010G273200;SORBI_3003G178500;SORBI_3003G178700;SORBI_3009G236100;SORBI_3009G241000;SORBI_3005G193600;SORBI_3005G168700;SORBI_3008G188400;SORBI_3004G249400;SORBI_3004G086800;SORBI_3004G341300;SORBI_3007G127600;SORBI_3007G076100;SORBI_3001G124500;SORBI_3001G247700;SORBI_3001G438100;SORBI_3001G482300;SORBI_3001G264500;SORBI_3001G354700;SORBI_3001G093000;SORBI_3001G495500;SORBI_3001G221900;SORBI_3001G453200;SORBI_3006G166900;SORBI_3006G020500;SORBI_3006G020600;SORBI_3006G211000;SORBI_3002G179700;SORBI_3002G268500;SORBI_3002G268300","8.442e-01;8.427e-01;8.301e-01;5.536e-01;2.743e-01;6.132e-01;5.361e-01;6.329e-01;5.589e-01;7.059e-01;6.287e-01;8.552e-01;6.672e-01;8.899e-01;4.892e-01;5.981e-01;2.720e-02;4.426e-02;3.360e-01;4.707e-01;2.250e-01;2.277e-01;7.379e-01;6.938e-02;5.252e-01;4.542e-01;4.077e-01;4.931e-02;7.888e-01;1.906e-01;4.744e-01;3.219e-01;8.167e-01;9.125e-01;8.132e-01;2.334e-01;2.736e-01;3.376e-01;8.751e-08;1.336e-08;7.925e-01;1.406e-01;8.304e-01;8.941e-02;1.766e-01;2.346e-01;2.241e-01;6.190e-01;6.431e-01;4.702e-01;2.095e-03;3.684e-01;1.525e-01;8.174e-01;4.653e-04;4.610e-01;9.599e-02;7.652e-01;8.711e-01;3.587e-01;3.125e-01;3.943e-01;1.720e-01;5.146e-02;4.072e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5097","L-lysine biosynthesis VI",15,"mvn",0.000801378701438171,4.27972084213933e-06,1e-50,0.1,40.1044572686609,0.000928202697883805,0.00191910465422269,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3007G171200;SORBI_3001G438600;SORBI_3001G531800;SORBI_3008G038600;SORBI_3008G133600;SORBI_3008G133500;SORBI_3001G401700;SORBI_3001G471100;SORBI_3010G216300;SORBI_3006G186600;SORBI_3001G081900;SORBI_3003G412100;SORBI_3001G011700;SORBI_3002G111800;SORBI_3002G155100","6.857e-04;1.148e-01;1.759e-02;8.913e-01;2.712e-02;2.701e-01;3.206e-01;9.501e-01;7.690e-01;6.191e-05;5.251e-01;5.599e-01;9.662e-04;6.907e-01;5.353e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5120","geranylgeranyl diphosphate biosynthesis",6,"mvn",2.84945744983864e-06,1.2641763219263e-10,1e-50,0.2,55.87284589172,3.78917401755292e-06,8.96007766394241e-09,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G270500;SORBI_3003G111500;SORBI_3009G216800;SORBI_3004G287300;SORBI_3002G353300;SORBI_3009G246400","4.447e-02;5.274e-01;1.915e-06;2.192e-02;3.456e-01;6.315e-07","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",6,"mvn",2.84945744983864e-06,1.26417632192629e-10,1e-50,0.2,55.87284589172,3.78917401755292e-06,8.96007766394241e-09,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G270500;SORBI_3003G111500;SORBI_3009G216800;SORBI_3009G246400;SORBI_3004G287300;SORBI_3002G353300","4.447e-02;5.274e-01;1.915e-06;6.315e-07;2.192e-02;3.456e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5123","<i>trans, trans</i>-farnesyl diphosphate biosynthesis",7,"mvn",1.34044255187837e-05,6.50152942907308e-06,1e-50,0.2,31.3697940789548,1.3406322972434e-05,5.41517257195967e-06,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3009G137700;SORBI_3004G327500;SORBI_3002G330500;SORBI_3003G270500;SORBI_3009G216800;SORBI_3006G248000;SORBI_3002G353300","2.940e-01;6.008e-01;2.259e-02;4.447e-02;1.915e-06;1.283e-01;3.456e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5398","crocetin esters biosynthesis",8,"mvn",0.00126076866263031,0.0648063923733342,2.45142985133562e-07,0.001,3.6981840317506,0.00125834670124527,0.057322534008707,NA,1.2252282511338e-06,7.72836281484399e-06,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3010G178900;SORBI_3010G179500;SORBI_3010G179150;SORBI_3010G179000;SORBI_3003G042900;SORBI_3009G066100;SORBI_3008G011700;SORBI_3001G223400","6.652e-01;3.385e-01;7.318e-01;6.328e-01;1.574e-04;5.263e-01;4.595e-01;8.107e-01","tfisher_p_analytic",0.6,3,5,"Remains_significant"
"PWY-5486","pyruvate fermentation to ethanol II",15,"mvn",2.15039187159226e-08,3.89503206157686e-11,1e-50,0.005,57.3844046707254,3.51644994229471e-08,0.000406412212532256,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3002G429000;SORBI_3001G405500;SORBI_3009G169000;SORBI_3003G061300;SORBI_3002G379200;SORBI_3002G379100;SORBI_3001G264000;SORBI_3001G475800;SORBI_3001G097600;SORBI_3001G475900;SORBI_3001G263900;SORBI_3004G226500;SORBI_3004G343200;SORBI_3005G103300;SORBI_3005G103500","3.545e-01;4.283e-01;5.822e-01;8.495e-01;2.344e-09;3.690e-09;1.265e-01;6.571e-01;1.492e-01;6.609e-01;8.342e-02;9.984e-02;9.104e-02;4.380e-01;5.888e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5667","CDP-diacylglycerol biosynthesis I",29,"mvn",0.0127031835717473,0.000163509062546052,1.12660647033636e-07,0.1,33.3188776625529,0.0170056447307324,0.000928542828102273,NA,5.62838426143575e-07,3.6629167415693e-06,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G142500;SORBI_3003G229700;SORBI_3003G360700;SORBI_3003G114200;SORBI_3009G157000;SORBI_3009G162000;SORBI_3009G202600;SORBI_3005G214400;SORBI_3008G130800;SORBI_3001G099300;SORBI_3001G250200;SORBI_3001G283700;SORBI_3001G026100;SORBI_3001G493300;SORBI_3006G041266;SORBI_3002G325300;SORBI_3003G317500;SORBI_3009G188900;SORBI_3009G015800;SORBI_3005G197100;SORBI_3008G112100;SORBI_3001G206000;SORBI_3006G221500;SORBI_3002G267500;SORBI_3003G073800;SORBI_3003G301900;SORBI_3005G149300;SORBI_3004G025400;SORBI_3002G167100","1.859e-01;7.537e-01;6.826e-01;1.673e-02;1.410e-01;1.123e-02;5.913e-04;5.347e-01;6.363e-03;3.526e-01;4.825e-01;3.398e-01;2.369e-01;3.318e-01;5.700e-01;6.841e-01;3.620e-01;1.738e-02;7.037e-01;4.737e-03;7.795e-01;1.508e-01;3.074e-01;4.388e-01;3.666e-01;1.949e-01;3.569e-01;9.078e-01;2.504e-01","tfisher_p_analytic",1,5,5,"Remains_significant"
"PWY-5669","phosphatidylserine and phosphatidylethanolamine biosynthesis I",3,"mvn",9.83284928891904e-12,5.29775562209498e-10,1e-50,0.001,39.0723087793918,9.83279999996778e-12,0.000197842932440965,NA,5.55111512312578e-17,5.05768266773682e-16,NA,NA,1.99996000079998e-05,0.000118838202946086,NA,NA,NA,NA,NA,NA,1.99996000079998e-05,0.000118838202946086,5.72407882281158e-05,0.000171562194393997,0.000118838202946086,"SORBI_3003G433750;SORBI_3003G095800;SORBI_3009G225100","7.372e-01;5.447e-01;3.278e-12","tfisher_p_analytic",1,5,5,"Remains_significant"
